LOBO 0019 - Yaquina
Yaquina Bay
date [PST]	CDOM [QSDE]	conductivity [S/m]	dissolved oxygen [ml/l]	fluorescence [ug/L]	nitrate [uM]	oxygen saturation [ml/l]	oxygen % saturation [%]	PAR	phosphate concentration [uM]	pressure [dBar]	ps voltage [V]	salinity	scattering coeff [1/m*sr]	temperature [C]	turbidity [NTU]
2010-05-06 07:00:00	11.23	2.35	6.33	1.12	23.7	6.68	94.8			1.216	13.7	19.51	0.003536	11.93	1.13
2010-05-06 07:45:00									0.46						
2010-05-06 08:00:00	11.32	2.28	6.24	1.16	25.0	6.73	92.8			1.213	13.7	18.90	0.003722	11.76	1.20
2010-05-06 08:45:00									0.51						
2010-05-06 09:00:00	10.90	2.32	6.30	0.97	30.1	6.68	94.3			1.210	13.7	19.22	0.003226	12.00	1.00
2010-05-06 09:45:00									0.51						
2010-05-06 10:00:00	10.59	2.37	6.26	0.92	24.4	6.63	94.3			1.210	13.7	19.50	0.003235	12.25	1.01
2010-05-06 10:45:00									0.46						
2010-05-06 11:00:00	10.71	2.27	6.46	0.78	26.1	6.64	97.4			1.209	13.7	18.50	0.003467	12.49	1.10
2010-05-06 11:45:00									0.47						
2010-05-06 12:00:00	10.96	2.21	6.39	0.83	27.3	6.63	96.4			1.200	13.7	17.84	0.003239	12.71	1.01
2010-05-06 12:45:00									0.44						
2010-05-06 13:00:00	10.98	2.17	6.42	0.80	28.2	6.62	97.1			1.200	13.7	17.41	0.003200	12.96	0.99
2010-05-06 13:45:00									0.46						
2010-05-06 14:00:00	10.87	2.18	6.56	0.92	25.6	6.58	99.6			1.190	13.7	17.33	0.003389	13.22	1.07
2010-05-06 14:45:00									0.45						
2010-05-06 15:00:00	10.65	2.20	6.58	1.20	28.4	6.55	100.5			1.186	13.7	17.37	0.003710	13.46	1.20
2010-05-06 16:00:00	10.49	2.24	6.71	1.90	28.3	6.52	103.0			1.180	13.7	17.66	0.003797	13.59	1.23
2010-05-06 16:45:00									0.51						
2010-05-06 17:00:00	10.17	2.30	6.65	2.02	26.5	6.54	101.8			1.178	13.7	18.43	0.004613	13.22	1.56
2010-05-06 17:45:00									0.65						
2010-05-06 18:00:00	7.68	2.67	6.48	2.51	19.0	6.48	100.0			1.170	13.7	22.04	0.004656	12.58	1.58
2010-05-06 18:45:00									0.56						
2010-05-06 19:00:00	6.92	2.97	6.18	2.94	14.2	6.40	96.6			1.171	13.7	25.00	0.004523	12.28	1.52
2010-05-06 19:45:00									0.62						
2010-05-06 20:00:00	6.85	3.13	6.07	3.15	11.3	6.37	95.4			1.171	13.7	26.58	0.004437	12.09	1.49
2010-05-06 20:45:00									0.51						
2010-05-06 21:00:00	8.32	2.88	6.32	2.75	16.0	6.43	98.3			1.170	13.7	24.07	0.004001	12.37	1.31
2010-05-06 21:45:00									0.53						
2010-05-06 22:00:00	9.00	2.84	6.40	1.97	17.5	6.39	100.2			1.170	13.7	23.36	0.004038	12.89	1.33
2010-05-06 22:45:00									0.50						
2010-05-06 23:00:00	9.59	2.82	6.27	1.88	17.1	6.41	97.8			1.168	13.7	23.35	0.004009	12.70	1.32
2010-05-06 23:45:00									0.53						
2010-05-07 00:00:00	9.76	2.73	6.34	1.64	18.5	6.45	98.3			1.160	13.7	22.48	0.003478	12.71	1.10
2010-05-07 00:45:00									0.53						
2010-05-07 01:00:00	9.98	2.56	6.49	1.54	20.8	6.49	99.9			1.151	13.7	20.93	0.003635	12.82	1.17
2010-05-07 01:45:00									0.52						
2010-05-07 02:00:00	10.64	2.54	6.47	1.42	21.2	6.51	99.3			1.150	13.7	20.74	0.003289	12.73	1.03
2010-05-07 02:45:00									0.51						
2010-05-07 03:00:00	10.95	2.49	6.45	1.46	21.7	6.53	98.7			1.140	13.7	20.35	0.003565	12.71	1.14
2010-05-07 03:45:00									0.54						
2010-05-07 04:00:00	10.98	2.47	6.42	1.51	22.0	6.54	98.2			1.140	13.7	20.15	0.003917	12.71	1.28
2010-05-07 04:45:00									0.53						
2010-05-07 05:00:00	10.55	2.47	6.38	1.53	22.3	6.55	97.4			1.140	13.7	20.15	0.003367	12.66	1.06
2010-05-07 05:45:00									0.55						
2010-05-07 06:00:00	9.71	2.48	6.34	1.68	21.7	6.55	96.9			1.139	13.7	20.29	0.003674	12.60	1.18
2010-05-07 07:00:00	9.10	2.62	6.36	1.76	20.0	6.48	98.1			1.140	13.7	21.45	0.003488	12.75	1.11
2010-05-07 07:45:00									0.50						
2010-05-07 08:00:00	10.09	2.44	6.32	1.20	23.0	6.58	95.9			1.133	13.7	20.05	0.003295	12.43	1.03
2010-05-07 08:45:00									0.50						
2010-05-07 09:00:00	10.45	2.33	6.45	1.18	25.7	6.64	97.2			1.131	13.7	19.06	0.003763	12.35	1.22
2010-05-07 09:45:00									0.49						
2010-05-07 10:00:00	10.30	2.38	6.32	1.02	25.0	6.61	95.7			1.130	13.7	19.45	0.003321	12.45	1.04
2010-05-07 10:45:00									0.54						
2010-05-07 11:00:00	10.41	2.44	6.33	0.82	23.9	6.52	97.0			1.131	13.7	19.75	0.002937	12.93	0.89
2010-05-07 11:45:00									0.51						
2010-05-07 12:00:00	10.03	2.47	6.40	0.80	23.6	6.46	98.9			1.130	13.7	19.79	0.003277	13.35	1.02
2010-05-07 12:45:00									0.50						
2010-05-07 13:00:00	9.91	2.47	6.44	0.84	24.0	6.45	99.9			1.130	13.7	19.76	0.003381	13.49	1.07
2010-05-07 13:45:00									0.48						
2010-05-07 14:00:00	10.00	2.40	6.65	0.84	25.6	6.42	103.7			1.122	13.7	18.88	0.003671	13.96	1.18
2010-05-07 14:45:00									0.48						
2010-05-07 15:00:00	9.84	2.42	6.57	0.91	25.5	6.40	102.7			1.120	13.7	19.00	0.003056	14.05	0.94
2010-05-07 15:45:00									0.52						
2010-05-07 16:00:00	9.85	2.45	6.57	1.19	24.7	6.39	102.8			1.120	13.7	19.31	0.003230	14.01	1.01
2010-05-07 16:45:00									0.54						
2010-05-07 17:00:00	9.76	2.45	6.53	2.18	24.8	6.38	102.2			1.120	13.7	19.30	0.003771	14.09	1.22
2010-05-07 17:45:00									0.52						
2010-05-07 18:00:00	9.07	2.53	6.59	2.09	23.3	6.40	103.1			1.111	13.7	20.11	0.003889	13.76	1.27
2010-05-07 18:45:00									0.69						
2010-05-07 19:00:00	7.04	2.71	6.54	2.86	19.8	6.39	102.2			1.111	13.7	21.99	0.004602	13.22	1.55
2010-05-07 19:45:00									0.71						
2010-05-07 20:00:00	6.26	2.90	6.27	2.68	16.5	6.37	98.5			1.119	13.7	24.01	0.003874	12.81	1.26
2010-05-07 20:45:00									0.71						
2010-05-07 21:00:00	7.46	2.80	6.37	2.15	18.9	6.41	99.3			1.120	13.7	23.13	0.003117	12.74	0.96
2010-05-07 21:45:00									0.64						
2010-05-07 22:00:00	8.33	2.78	6.62	3.97	18.3	6.36	103.9			1.111	13.7	22.62	0.005695	13.25	1.99
2010-05-07 22:45:00									0.65						
2010-05-07 23:00:00	9.10	2.93	6.46	1.74	15.9	6.31	102.3			1.113	13.7	23.91	0.004069	13.29	1.34
2010-05-07 23:45:00									0.64						
2010-05-08 00:00:00	9.33	2.86	6.48	1.75	16.4	6.32	102.6			1.119	13.7	23.25	0.004679	13.42	1.58
2010-05-08 00:45:00									0.61						
2010-05-08 01:00:00	9.21	2.86	6.42	1.69	16.8	6.35	101.1			1.110	13.7	23.44	0.003507	13.13	1.12
2010-05-08 01:45:00									0.61						
2010-05-08 02:00:00	9.97	2.71	6.46	1.45	18.5	6.39	101.2			1.110	13.7	21.94	0.004017	13.30	1.32
2010-05-08 02:45:00									0.58						
2010-05-08 03:00:00	10.18	2.65	6.41	1.46	19.6	6.41	100.0			1.110	13.7	21.48	0.003232	13.24	1.01
2010-05-08 03:45:00									0.57						
2010-05-08 04:00:00	10.33	2.64	6.44	1.27	19.7	6.42	100.3			1.109	13.7	21.43	0.003188	13.22	0.99
2010-05-08 04:45:00									0.58						
2010-05-08 05:00:00	10.29	2.63	6.42	1.19	19.9	6.42	99.9			1.110	13.7	21.33	0.003010	13.19	0.92
2010-05-08 05:45:00									0.59						
2010-05-08 06:00:00	10.00	2.63	6.38	1.75	20.0	6.43	99.3			1.110	13.7	21.38	0.003763	13.16	1.22
2010-05-08 06:45:00									0.59						
2010-05-08 07:00:00	9.69	2.66	6.32	1.33	19.9	6.42	98.5			1.110	13.7	21.57	0.004282	13.14	1.43
2010-05-08 07:45:00									0.62						
2010-05-08 08:00:00	8.97	2.82	6.08	1.32	17.5	6.40	95.0			1.111	13.7	23.22	0.003583	12.85	1.15
2010-05-08 08:45:00									0.67						
2010-05-08 09:00:00	8.17	2.63	6.17	1.53	20.9	6.44	95.8			1.110	13.7	21.39	0.003710	13.05	1.20
2010-05-08 09:45:00									0.56						
2010-05-08 10:00:00	9.34	2.42	6.18	1.04	24.7	6.46	95.7			1.110	13.7	19.29	0.003709	13.56	1.20
2010-05-08 10:45:00									0.57						
2010-05-08 11:00:00	9.29	2.58	6.18	0.88	21.9	6.42	96.1			1.111	13.7	20.77	0.003223	13.36	1.00
2010-05-08 11:45:00									0.60						
2010-05-08 12:00:00	9.22	2.57	6.07	0.73	22.4	6.39	95.0			1.110	13.7	20.55	0.002853	13.68	0.85
2010-05-08 12:45:00									0.57						
2010-05-08 13:00:00	9.17	2.65	6.14	0.68	21.5	6.29	97.6			1.110	13.7	20.91	0.003082	14.32	0.95
2010-05-08 13:45:00									0.58						
2010-05-08 14:00:00	9.02	2.68	6.10	0.77	21.1	6.27	97.3			1.110	13.7	21.07	0.003091	14.41	0.95
2010-05-08 14:45:00									0.57						
2010-05-08 15:00:00	8.97	2.70	6.14	0.97	20.7	6.25	98.1			1.110	13.7	21.25	0.003192	14.49	0.99
2010-05-08 16:00:00	9.10	2.68	6.20	1.03	21.3	6.26	99.2			1.109	13.7	21.02	0.003024	14.54	0.92
2010-05-08 16:45:00									0.56						
2010-05-08 17:00:00	9.10	2.66	6.23	1.52	21.5	6.28	99.2			1.106	13.7	20.90	0.003108	14.43	0.96
2010-05-08 17:45:00									0.56						
2010-05-08 18:00:00	9.17	2.64	6.24	2.46	21.8	6.29	99.2			1.100	13.7	20.80	0.003629	14.37	1.16
2010-05-08 18:45:00									0.66						
2010-05-08 19:00:00	7.55	2.75	6.35	2.30	19.8	6.29	100.9			1.100	13.7	21.91	0.003523	14.02	1.12
2010-05-08 19:45:00									0.77						
2010-05-08 20:00:00	6.54	2.93	6.15	2.26	16.9	6.30	97.6			1.100	13.7	23.84	0.003939	13.40	1.29
2010-05-08 20:45:00									0.79						
2010-05-08 21:00:00	6.22	3.19	5.90	2.63	12.9	6.30	93.6			1.100	13.7	26.84	0.003967	12.49	1.30
2010-05-08 21:45:00									0.79						
2010-05-08 22:00:00	6.25	2.87	6.19	1.99	18.3	6.35	97.5			1.101	13.7	23.45	0.003412	13.16	1.08
2010-05-08 22:45:00									0.71						
2010-05-08 23:00:00	9.01	2.92	6.29	1.97	16.1	6.26	100.4			1.090	13.7	23.62	0.004510	13.71	1.52
2010-05-08 23:45:00									0.72						
2010-05-09 00:00:00	8.91	2.98	6.10	1.52	15.4	6.26	97.4			1.097	13.7	24.22	0.004057	13.54	1.34
2010-05-09 00:45:00									0.70						
2010-05-09 01:00:00	9.46	2.90	6.06	1.42	16.3	6.29	96.3			1.083	13.7	23.49	0.004256	13.58	1.42
2010-05-09 01:45:00									0.68						
2010-05-09 02:00:00	9.33	2.89	5.94	1.33	17.0	6.30	94.3			1.094	13.7	23.45	0.003971	13.47	1.30
2010-05-09 02:45:00									0.70						
2010-05-09 03:00:00	9.48	2.87	5.99	1.25	16.9	6.32	94.8			1.090	13.7	23.33	0.003590	13.40	1.15
2010-05-09 03:45:00									0.69						
2010-05-09 04:00:00	9.42	2.85	6.03	1.24	17.1	6.32	95.5			1.088	13.7	23.12	0.003314	13.45	1.04
2010-05-09 04:45:00									0.66						
2010-05-09 05:00:00	9.54	2.77	5.94	1.23	18.6	6.35	93.5			1.085	13.7	22.46	0.003193	13.42	0.99
2010-05-09 05:45:00									0.66						
2010-05-09 06:00:00	9.57	2.79	6.04	1.09	18.3	6.34	95.3			1.088	13.7	22.62	0.003016	13.43	0.92
2010-05-09 06:45:00									0.64						
2010-05-09 07:00:00	9.35	2.80	6.01	1.32	18.3	6.34	94.8			1.090	13.7	22.77	0.003286	13.37	1.03
2010-05-09 07:45:00									0.66						
2010-05-09 08:00:00	8.67	2.85	5.89	1.40	17.2	6.33	93.2			1.087	13.7	23.18	0.003375	13.37	1.06
2010-05-09 08:45:00									0.72						
2010-05-09 09:00:00	7.44	2.90	5.93	1.70	17.2	6.32	93.8			1.085	13.7	23.72	0.004604	13.25	1.55
2010-05-09 09:45:00									0.80						
2010-05-09 10:00:00	6.41	3.17	5.74	1.19		6.30	91.2			1.080	13.7	26.62	0.003502	12.58	1.11
2010-05-09 10:45:00									0.74						
2010-05-09 11:00:00	8.41	2.96	5.92	0.90	17.1	6.29	94.1			1.085	13.7	24.24	0.003002	13.31	0.91
2010-05-09 11:45:00									0.67						
2010-05-09 12:00:00	8.49	2.88	6.03	0.83	18.0	6.29	95.8			1.080	13.7	23.30	0.003519	13.60	1.12
2010-05-09 12:45:00									0.68						
2010-05-09 13:00:00	8.14	2.89	6.08	0.73	18.1	6.25	97.3			1.080	13.7	23.22	0.003916	13.97	1.28
2010-05-09 13:45:00									0.70						
2010-05-09 14:00:00	8.20	2.92	5.91	0.73	17.8	6.23	94.9			1.080	13.7	23.40	0.003367	14.05	1.06
2010-05-09 14:45:00									0.71						
2010-05-09 15:00:00	7.91	3.00	5.97	1.26	16.5	6.20	96.3			1.080	13.7	24.12	0.003218	14.08	1.00
2010-05-09 15:45:00									0.75						
2010-05-09 16:00:00	7.86	3.01	5.94	1.40	16.3	6.20	95.7			1.080	13.7	24.20	0.002892	14.04	0.87
2010-05-09 16:45:00									0.74						
2010-05-09 17:00:00	7.90	2.99	5.74	1.37	16.9	6.19	92.8			1.080	13.7	23.93	0.002889	14.17	0.87
2010-05-09 17:45:00									0.74						
2010-05-09 18:00:00	8.10	3.00	5.96	1.42	16.4	6.21	96.0			1.080	13.7	24.17	0.002685	13.96	0.79
2010-05-09 18:45:00									0.73						
2010-05-09 19:00:00	7.86	3.02	5.97	2.06	16.1	6.22	95.9			1.079	13.7	24.44	0.003349	13.81	1.05
2010-05-09 19:45:00									0.84						
2010-05-09 20:00:00	7.36	3.03	5.84	2.56	16.1	6.23	93.8			1.076	13.7	24.56	0.004277	13.72	1.42
2010-05-09 20:45:00									0.86						
2010-05-09 21:00:00	6.10	3.13	5.82	2.69	14.8	6.24	93.3			1.070	13.7	25.74	0.004961	13.27	1.70
2010-05-09 21:45:00									0.80						
2010-05-09 22:00:00	6.74	3.16	5.72	1.97	13.7	6.29	91.0			1.070	13.7	26.50	0.003141	12.68	0.97
2010-05-09 22:45:00									0.77						
2010-05-09 23:00:00	7.66	3.15	5.81	1.56	13.4	6.28	92.4			1.060	13.7	26.24	0.003485	12.83	1.11
2010-05-09 23:45:00									0.81						
2010-05-10 00:00:00	7.29	3.26	5.57	1.74	12.3	6.29	88.5			1.052	13.7	27.68	0.003831	12.31	1.25
2010-05-10 00:45:00									0.83						
2010-05-10 01:00:00	8.64	3.15	5.69	1.51	12.8	6.28	90.6			1.050	13.7	26.25	0.005487	12.79	1.91
2010-05-10 01:45:00									0.78						
2010-05-10 02:00:00	9.16	3.11	5.58	1.45	12.9	6.28	88.8			1.050	13.7	25.83	0.004249	12.92	1.41
2010-05-10 02:45:00									0.79						
2010-05-10 03:00:00	8.48	3.11	5.59	1.16	13.5	6.29	88.9			1.041	13.7	25.84	0.003557	12.86	1.14
2010-05-10 03:45:00									0.79						
2010-05-10 04:00:00	8.78	3.08	5.62	1.25	13.2	6.31	89.0			1.040	13.7	25.72	0.004015	12.72	1.32
2010-05-10 04:45:00									0.75						
2010-05-10 05:00:00	8.75	3.03	5.61	1.32	14.7	6.34	88.5			1.032	13.7	25.24	0.003721	12.71	1.20
2010-05-10 05:45:00									0.72						
2010-05-10 06:00:00	8.92	2.94	5.63	1.22	16.1	6.36	88.6			1.035	13.7	24.37	0.003686	12.80	1.19
2010-05-10 06:45:00									0.76						
2010-05-10 07:00:00	8.76	2.92	5.62	1.39	16.6	6.37	88.3			1.040	13.7	24.14	0.003771	12.80	1.22
2010-05-10 07:45:00									0.76						
2010-05-10 08:00:00	8.38	3.02	5.61	1.28	15.2	6.34	88.5			1.040	13.7	25.07	0.003535	12.76	1.13
2010-05-10 08:45:00									0.85						
2010-05-10 09:00:00	7.44	3.09	5.54	1.34	14.3	6.31	87.7			1.042	13.7	25.73	0.004877	12.75	1.66
2010-05-10 09:45:00									0.93						
2010-05-10 10:00:00	6.30	3.10	5.50	1.85	14.4	6.31	87.3			1.050	13.7	25.82	0.004109	12.74	1.36
2010-05-10 10:45:00									0.88						
2010-05-10 11:00:00	6.77	3.15	5.44	1.58	13.8	6.30	86.4			1.060	13.7	26.39	0.003654	12.61	1.17
2010-05-10 11:45:00									0.82						
2010-05-10 12:00:00	7.35	3.12	5.59	1.08	14.6	6.29	88.9			1.060	13.7	25.99	0.003634	12.82	1.17
2010-05-10 12:45:00									0.79						
2010-05-10 13:00:00	7.60	3.14	5.87	0.82	14.0	6.27	93.6			1.051	13.7	26.11	0.003675	12.97	1.18
2010-05-10 13:45:00									0.80						
2010-05-10 14:00:00	7.43	3.14	5.80	1.05	14.0	6.24	93.1			1.080	13.7	25.89	0.003569	13.27	1.14
2010-05-10 14:45:00									0.75						
2010-05-10 15:00:00	7.21	3.20	5.81	0.68	13.7	6.20	93.7			1.081	13.7	26.32	0.002703	13.44	0.79
2010-05-10 15:45:00									0.84						
2010-05-10 16:00:00	6.85	3.25	5.79	1.33	13.1	6.20	93.4			1.090	13.7	26.91	0.003092	13.25	0.95
2010-05-10 16:45:00									0.85						
2010-05-10 17:00:00	6.94	3.29	5.86	1.59	12.5	6.21	94.4			1.100	13.7	27.35	0.003180	13.05	0.99
2010-05-10 17:45:00									0.76						
2010-05-10 18:00:00	7.05	3.27	5.79	1.39	12.9	6.21	93.3			1.110	13.7	27.15	0.002920	13.08	0.88
2010-05-10 18:45:00									0.83						
2010-05-10 19:00:00	7.10	3.26	5.82	2.11	12.8	6.24	93.1			1.120	13.7	27.30	0.003196	12.80	0.99
2010-05-10 19:45:00									0.83						
2010-05-10 20:00:00	6.96	3.29	5.79	2.41	12.6	6.22	93.0			1.129	13.7	27.49	0.003694	12.89	1.19
2010-05-10 20:45:00									0.92						
2010-05-10 21:00:00	6.44	3.28	5.68	2.89	12.7	6.25	90.9			1.140	13.7	27.51	0.004061	12.71	1.34
2010-05-10 21:45:00									0.93						
2010-05-10 22:00:00	5.58	3.34	5.64	2.98	11.8	6.26	90.1			1.140	13.7	28.41	0.004778	12.36	1.62
2010-05-10 22:45:00									0.89						
2010-05-10 23:00:00	7.57	3.37	5.54	2.28	11.7	6.28	88.1			1.150	13.7	28.97	0.002652	12.01	0.77
2010-05-10 23:45:00									0.85						
2010-05-11 00:00:00	6.74	3.40	5.57	2.17	10.8	6.29	88.5			1.150	13.7	29.32	0.003306	11.85	1.04
2010-05-11 00:45:00									0.86						
2010-05-11 01:00:00	6.81	3.41	5.59	2.00	9.5	6.27	89.1			1.160	13.7	29.33	0.003795	12.02	1.23
2010-05-11 01:45:00									0.86						
2010-05-11 02:00:00	7.34	3.35	5.54	1.97	9.9	6.26	88.5			1.160	13.7	28.56	0.004474	12.29	1.50
2010-05-11 02:45:00									0.87						
2010-05-11 03:00:00	7.14	3.22	5.56	1.98	12.6	6.30	88.3			1.169	13.7	27.18	0.004326	12.40	1.44
2010-05-11 03:45:00									0.85						
2010-05-11 04:00:00	7.49	3.13	5.55	1.67	14.1	6.31	87.9			1.170	13.7	26.22	0.003601	12.58	1.15
2010-05-11 04:45:00									0.84						
2010-05-11 05:00:00	7.54	2.91	5.62	1.40	17.7	6.36	88.4			1.177	13.7	23.97	0.003175	12.91	0.98
2010-05-11 05:45:00									0.80						
2010-05-11 06:00:00	8.65	2.98	5.59	1.86	16.2	6.35	88.0			1.180	13.7	24.81	0.004504	12.70	1.51
2010-05-11 06:45:00									0.75						
2010-05-11 07:00:00	8.87	2.90	5.50	1.62	17.4	6.37	86.3			1.190	13.7	23.95	0.004093	12.81	1.35
2010-05-11 07:45:00									0.77						
2010-05-11 08:00:00	8.54	3.01	5.65	1.57	15.7	6.35	89.0			1.198	13.7	25.04	0.004226	12.68	1.40
2010-05-11 08:45:00									0.77						
2010-05-11 09:00:00	7.93	3.10	5.53	1.43	14.3	6.34	87.3			1.200	13.7	26.05	0.004442	12.46	1.49
2010-05-11 09:45:00									0.91						
2010-05-11 10:00:00	7.03	3.20	5.42	1.67	12.7	6.31	85.9			1.200	13.7	27.09	0.005215	12.33	1.80
2010-05-11 10:45:00									0.97						
2010-05-11 11:00:00	5.97	3.13	5.50	1.99	14.3	6.31	87.2			1.210	13.7	26.29	0.004512	12.58	1.52
2010-05-11 11:45:00									0.93						
2010-05-11 12:00:00	5.73	3.29	5.54	1.85	13.3	6.33	87.5			1.210	13.7	28.31	0.003585	11.85	1.15
2010-05-11 12:45:00									0.91						
2010-05-11 13:00:00	6.56	3.33	5.72	1.23	12.9	6.31	90.5			1.217	13.7	28.58	0.003114	11.90	0.96
2010-05-11 13:45:00									0.89						
2010-05-11 14:00:00	7.46	3.18	5.89	1.10	13.8	6.30	93.4			1.210	13.7	26.79	0.003631	12.51	1.17
2010-05-11 14:45:00									0.89						
2010-05-11 15:00:00	6.78	3.20	5.87	1.37	13.3	6.28	93.5			1.215	13.7	26.88	0.002987	12.61	0.91
2010-05-11 15:45:00									0.87						
2010-05-11 16:00:00	6.75	3.24	5.77	1.17	13.4	6.27	92.0			1.215	13.7	27.24	0.002757	12.64	0.82
